t,x,y,yaw,u,tl,tr,delta,wp,err,r,moment
4.3,-0.000,-0.000,0.000,-0.000,63.7,63.7,0.000,0,0.000,0.000,-0.0
4.6,-0.000,-0.000,0.000,0.000,63.7,63.7,-0.000,0,0.000,0.000,0.0
4.9,-0.000,-0.000,0.000,-0.000,63.7,63.7,0.000,0,0.000,0.000,-0.0
5.2,0.000,0.000,0.000,0.006,63.1,63.1,0.015,0,-0.000,0.000,-0.0
5.5,0.066,0.000,0.000,0.379,32.3,32.3,0.018,0,-0.000,0.000,-0.0
5.8,0.246,0.000,0.000,0.754,1.3,1.3,0.001,0,-0.000,0.000,-0.0
6.1,0.536,0.000,0.000,1.118,0.0,0.0,0.000,0,-0.000,0.000,-0.0
6.4,0.933,0.000,-0.000,1.460,0.0,0.0,-0.043,0,0.000,-0.003,0.6
6.7,1.398,0.001,-0.002,1.606,0.0,0.0,-0.065,0,0.001,-0.004,1.2
7.0,1.873,0.001,-0.002,1.569,0.0,0.0,-0.031,0,0.002,-0.001,0.5
7.3,2.336,0.001,-0.002,1.524,0.0,0.0,-0.022,0,0.002,-0.001,0.4
7.6,2.786,0.000,-0.003,1.481,0.0,0.0,-0.012,0,0.003,0.000,0.2
7.9,3.223,-0.002,-0.000,1.440,0.0,0.0,0.187,0,0.000,0.012,-2.7
8.2,3.648,-0.005,0.003,1.400,0.0,0.0,0.159,0,-0.002,0.008,-2.2
8.5,4.061,-0.006,0.005,1.362,0.0,0.0,0.168,0,-0.005,0.007,-2.2
8.8,4.463,-0.007,0.006,1.326,0.0,0.0,0.102,0,-0.006,0.003,-1.2
9.1,4.855,-0.003,0.001,1.290,-0.0,0.0,-0.305,0,-0.001,-0.027,6.1
9.4,5.235,0.004,-0.008,1.254,-0.0,0.0,-0.305,0,0.008,-0.034,8.8
9.7,5.606,0.011,-0.019,1.219,-0.0,0.0,-0.305,0,0.018,-0.036,10.1
10.0,5.966,0.016,-0.029,1.186,-0.0,0.0,-0.305,0,0.028,-0.034,10.8
10.3,6.316,0.014,-0.032,1.156,0.0,0.0,-0.039,0,0.031,0.011,0.4
10.6,6.658,0.003,-0.023,1.126,0.0,-0.0,0.305,0,0.023,0.036,-6.1
10.9,6.990,-0.013,-0.011,1.095,0.0,-0.0,0.305,0,0.012,0.045,-9.5
11.2,7.313,-0.029,0.003,1.063,0.0,-0.0,0.305,0,-0.001,0.047,-11.1
11.5,7.627,-0.041,0.013,1.036,0.0,-0.0,0.305,0,-0.010,0.022,-6.3
11.8,7.934,-0.044,0.012,1.011,-0.0,0.0,-0.305,0,-0.010,-0.014,2.4
12.1,8.233,-0.039,0.005,0.986,-0.0,0.0,-0.305,0,-0.003,-0.031,7.0
12.4,8.524,-0.031,-0.006,0.961,-0.0,0.0,-0.305,0,0.008,-0.037,9.5
12.7,8.808,-0.022,-0.017,0.935,-0.0,0.0,-0.305,0,0.018,-0.038,10.8
13.0,9.085,-0.017,-0.023,0.913,-0.0,0.0,-0.305,0,0.024,-0.003,3.0
13.3,9.355,-0.021,-0.019,0.892,0.0,-0.0,0.305,0,0.020,0.019,-2.6
13.6,9.619,-0.029,-0.012,0.871,0.0,-0.0,0.305,0,0.013,0.029,-5.5
13.9,9.876,-0.040,-0.002,0.849,0.0,-0.0,0.305,0,0.004,0.032,-7.2
14.2,10.127,-0.050,0.008,0.827,0.0,-0.0,0.305,0,-0.005,0.032,-7.9
14.5,10.372,-0.056,0.012,0.809,0.0,-0.0,0.305,0,-0.009,0.003,-1.5
14.8,10.612,-0.055,0.010,0.791,-0.0,0.0,-0.305,0,-0.006,-0.015,3.0
15.1,10.846,-0.050,0.003,0.773,-0.0,0.0,-0.305,0,-0.000,-0.023,5.4
15.4,11.074,-0.044,-0.004,0.755,-0.0,2.5,-0.305,0,0.007,-0.026,6.8
15.7,11.298,-0.037,-0.012,0.737,-0.0,5.5,-0.305,0,0.014,-0.026,7.5
16.0,11.516,-0.033,-0.016,0.721,2.2,6.0,-0.305,0,0.018,-0.003,2.3
16.3,11.730,-0.035,-0.014,0.706,5.9,4.7,0.305,0,0.016,0.013,-1.4
16.6,11.939,-0.040,-0.009,0.691,10.6,2.4,0.305,0,0.011,0.020,-3.6
16.9,12.146,-0.047,-0.001,0.692,12.8,-0.0,0.305,0,0.004,0.026,-5.8
17.2,12.355,-0.053,0.007,0.700,11.6,-0.0,0.305,0,-0.004,0.026,-6.5
17.5,12.569,-0.057,0.010,0.720,4.2,4.1,0.305,0,-0.007,0.002,-1.1
17.8,12.789,-0.057,0.007,0.743,-0.0,4.4,-0.305,0,-0.004,-0.019,4.2
18.1,13.016,-0.053,-0.001,0.765,-0.0,0.8,-0.305,0,0.005,-0.032,8.0
18.4,13.249,-0.048,-0.012,0.784,-0.0,0.0,-0.305,0,0.015,-0.036,9.9
18.7,13.485,-0.042,-0.022,0.789,-0.0,0.0,-0.305,0,0.024,-0.029,9.1
19.0,13.721,-0.041,-0.025,0.784,-0.0,0.0,-0.305,0,0.027,0.001,2.5
19.3,13.955,-0.045,-0.021,0.779,0.0,-0.0,0.305,0,0.024,0.018,-1.9
19.6,14.186,-0.052,-0.015,0.762,1.4,-0.0,0.305,0,0.018,0.023,-3.8
19.9,14.411,-0.062,-0.007,0.744,4.4,-0.0,0.305,0,0.011,0.026,-5.0
20.2,14.631,-0.071,0.000,0.726,7.3,-0.0,0.305,0,0.004,0.026,-5.6
20.5,14.846,-0.077,0.004,0.711,4.9,4.9,0.169,0,0.000,0.003,-0.6
20.8,15.057,-0.078,0.002,0.700,2.2,9.4,-0.305,0,0.003,-0.013,3.3
21.1,15.265,-0.075,-0.003,0.689,-0.0,13.4,-0.305,0,0.008,-0.020,5.5
21.4,15.470,-0.071,-0.010,0.679,-0.0,15.0,-0.305,0,0.014,-0.022,6.6
21.7,15.677,-0.068,-0.015,0.694,-0.0,12.5,-0.305,0,0.019,-0.015,5.4
22.0,15.889,-0.067,-0.016,0.715,4.5,4.5,0.060,0,0.020,0.009,-0.2
22.3,16.107,-0.071,-0.009,0.740,5.0,-0.0,0.305,0,0.014,0.027,-4.9
22.6,16.334,-0.076,0.000,0.767,0.5,-0.0,0.305,0,0.004,0.036,-7.9
22.9,16.568,-0.083,0.011,0.787,0.0,-0.0,0.305,0,-0.007,0.038,-9.6
23.2,16.809,-0.088,0.023,0.815,0.0,-0.0,0.305,0,-0.017,0.036,-10.0
23.5,17.053,-0.090,0.027,0.811,0.0,-0.0,0.305,0,-0.022,0.000,-2.1
23.8,17.296,-0.086,0.023,0.806,-0.0,0.0,-0.305,0,-0.018,-0.019,2.7
24.1,17.534,-0.077,0.017,0.787,-0.0,0.0,-0.305,0,-0.012,-0.024,4.6
24.4,17.767,-0.067,0.009,0.768,-0.0,0.3,-0.305,0,-0.005,-0.027,6.0
24.7,17.994,-0.057,0.000,0.750,-0.0,3.4,-0.305,0,0.003,-0.027,6.6
25.0,18.216,-0.051,-0.003,0.734,2.8,3.2,-0.305,0,0.007,-0.003,1.3
25.3,18.433,-0.050,-0.001,0.718,6.7,1.9,0.305,0,0.004,0.013,-2.6
25.6,18.646,-0.052,0.004,0.703,11.1,-0.0,0.305,0,-0.001,0.020,-4.8
25.9,18.855,-0.056,0.011,0.689,13.4,-0.0,0.305,0,-0.007,0.023,-6.1
26.2,19.062,-0.061,0.018,0.691,13.0,-0.0,0.305,0,-0.014,0.023,-6.8
26.5,19.269,-0.062,0.021,0.692,7.7,5.1,0.305,0,-0.017,0.001,-1.8
26.8,19.480,-0.060,0.017,0.711,1.0,8.7,-0.305,0,-0.013,-0.021,3.6
27.1,19.698,-0.054,0.009,0.735,-0.0,5.7,-0.305,0,-0.005,-0.031,6.9
27.4,19.922,-0.047,-0.002,0.757,-0.0,2.2,-0.305,0,0.004,-0.035,8.6
27.7,20.153,-0.040,-0.011,0.775,-0.0,0.0,-0.305,0,0.014,-0.031,8.6
28.0,20.385,-0.033,-0.020,0.774,-0.0,0.0,-0.305,0,0.022,-0.026,8.2
28.3,20.618,-0.031,-0.023,0.774,-0.0,0.0,-0.305,0,0.025,0.001,2.1
28.6,20.848,-0.034,-0.020,0.764,1.0,-0.0,0.305,0,0.022,0.016,-1.7
28.9,21.074,-0.040,-0.014,0.746,3.9,-0.0,0.305,0,0.016,0.022,-3.7
29.2,21.295,-0.049,-0.006,0.729,6.8,-0.0,0.305,0,0.009,0.025,-5.0
29.5,21.511,-0.057,0.001,0.712,9.6,-0.0,0.305,0,0.002,0.025,-5.6
29.8,21.722,-0.063,0.005,0.700,5.8,5.8,0.182,0,-0.001,0.002,-0.6
30.1,21.930,-0.064,0.003,0.689,3.5,9.9,-0.305,0,0.001,-0.012,3.0
30.4,22.137,-0.061,-0.003,0.692,-0.0,12.8,-0.305,0,0.007,-0.024,6.3
30.7,22.347,-0.057,-0.012,0.706,-0.0,10.7,-0.305,0,0.015,-0.029,8.4
31.0,22.562,-0.054,-0.018,0.724,-0.0,3.8,-0.305,0,0.022,-0.019,6.5
31.3,22.784,-0.054,-0.019,0.749,0.0,0.0,-0.133,0,0.023,0.007,0.5
31.6,23.013,-0.058,-0.014,0.771,0.0,-0.0,0.305,0,0.017,0.026,-4.5
31.9,23.246,-0.065,-0.004,0.784,0.0,-0.0,0.305,0,0.008,0.033,-6.9
32.2,23.480,-0.072,0.005,0.776,0.0,-0.0,0.305,0,-0.001,0.030,-7.2
32.5,23.710,-0.078,0.012,0.758,0.0,-0.0,0.305,0,-0.007,0.018,-4.8
32.8,23.935,-0.080,0.013,0.742,0.0,0.0,-0.074,0,-0.008,-0.005,0.3
33.1,24.155,-0.077,0.009,0.726,-0.0,0.0,-0.305,0,-0.005,-0.017,3.5
33.4,24.370,-0.072,0.003,0.710,-0.0,0.0,-0.305,0,0.001,-0.022,5.2
33.7,24.580,-0.065,-0.004,0.694,-0.0,0.0,-0.305,0,0.008,-0.023,6.1
34.0,24.785,-0.060,-0.008,0.679,-0.0,0.0,-0.305,0,0.012,-0.009,3.2
34.3,24.986,-0.060,-0.007,0.665,0.0,-0.0,0.305,0,0.011,0.009,-1.0
34.6,25.183,-0.062,-0.003,0.651,0.0,-0.0,0.305,0,0.007,0.016,-3.2
34.9,25.376,-0.067,0.002,0.636,-0.0,22.1,-0.305,1,1.414,0.019,131.9
35.2,25.565,-0.072,0.008,0.622,-0.0,24.4,-0.305,1,1.419,0.020,132.3
35.5,25.749,-0.075,0.011,0.610,-0.0,26.5,-0.305,1,1.426,0.003,136.9
35.8,25.930,-0.074,0.010,0.601,-0.0,28.0,-0.305,1,1.438,-0.006,140.3
36.1,26.119,-0.072,0.013,0.654,-0.0,19.1,-0.305,1,1.446,0.019,135.1
36.4,26.326,-0.071,0.022,0.713,-0.0,9.4,-0.305,1,1.450,0.034,131.9
36.7,26.551,-0.070,0.034,0.776,-0.0,0.0,-0.305,1,1.451,0.045,129.5
37.0,26.795,-0.068,0.049,0.839,-0.0,0.0,-0.305,1,1.451,0.052,127.7
37.3,27.054,-0.064,0.064,0.873,-0.0,0.0,-0.305,1,1.451,0.050,128.1
37.6,27.317,-0.058,0.078,0.877,-0.0,0.0,-0.305,1,1.452,0.045,129.7
37.9,27.576,-0.050,0.090,0.854,-0.0,0.0,-0.305,1,1.456,0.037,131.8
38.2,27.828,-0.040,0.100,0.831,-0.0,0.0,-0.305,1,1.460,0.035,132.7
38.5,28.074,-0.028,0.111,0.810,-0.0,0.0,-0.305,1,1.465,0.033,133.5
38.8,28.313,-0.013,0.120,0.789,-0.0,0.0,-0.305,1,1.469,0.032,134.3
39.1,28.546,0.004,0.130,0.769,-0.0,0.1,-0.305,1,1.474,0.031,135.0
39.4,28.773,0.022,0.139,0.750,-0.0,3.3,-0.305,1,1.478,0.029,135.7
39.7,28.994,0.043,0.147,0.731,-0.0,6.4,-0.305,1,1.483,0.028,136.4
40.0,29.209,0.065,0.156,0.714,-0.0,9.3,-0.305,1,1.487,0.027,137.1
40.3,29.419,0.088,0.164,0.697,-0.0,12.0,-0.305,1,1.492,0.026,137.7
40.6,29.626,0.113,0.172,0.691,-0.0,13.0,-0.305,1,1.495,0.028,137.7
40.9,29.833,0.140,0.181,0.694,-0.0,12.5,-0.305,1,1.499,0.031,137.4
41.2,30.041,0.169,0.191,0.706,-0.0,10.6,-0.305,1,1.501,0.034,136.9
41.5,30.254,0.201,0.201,0.725,-0.0,7.5,-0.305,1,1.503,0.037,136.4
41.8,30.472,0.237,0.213,0.746,-0.0,4.0,-0.305,1,1.504,0.039,136.0
42.1,30.696,0.276,0.225,0.766,-0.0,0.7,-0.305,1,1.505,0.040,135.8
42.4,30.926,0.318,0.237,0.785,-0.0,0.0,-0.305,1,1.506,0.041,135.6
42.7,31.158,0.363,0.249,0.787,-0.0,0.0,-0.305,1,1.508,0.038,136.6
43.0,31.388,0.411,0.259,0.778,-0.0,0.0,-0.305,1,1.510,0.035,137.6
43.3,31.613,0.459,0.269,0.761,-0.0,1.5,-0.305,1,1.514,0.031,138.8
43.6,31.833,0.509,0.278,0.742,-0.0,4.6,-0.305,1,1.517,0.029,139.6
43.9,32.047,0.560,0.286,0.724,-0.0,7.6,-0.305,1,1.521,0.028,140.2
44.2,32.255,0.611,0.295,0.707,-0.0,10.5,-0.305,1,1.524,0.027,140.8
44.5,32.458,0.663,0.303,0.694,-0.0,12.6,-0.305,1,1.528,0.027,141.1
44.8,32.658,0.716,0.311,0.683,-0.0,14.4,-0.305,1,1.531,0.027,141.4
45.1,32.857,0.771,0.320,0.689,-0.0,13.3,-0.305,1,1.533,0.031,140.7
45.4,33.058,0.828,0.329,0.704,-0.0,11.0,-0.305,1,1.534,0.034,140.0
45.7,33.264,0.890,0.340,0.724,-0.0,7.6,-0.305,1,1.534,0.037,139.3
46.0,33.476,0.955,0.352,0.749,-0.0,3.4,-0.305,1,1.534,0.040,138.6
46.3,33.694,1.025,0.364,0.770,-0.0,0.0,-0.305,1,1.533,0.041,138.4
46.6,33.915,1.099,0.376,0.783,-0.0,0.0,-0.305,1,1.533,0.040,138.6
46.9,34.138,1.176,0.388,0.785,-0.0,0.0,-0.305,1,1.533,0.038,139.1
47.2,34.360,1.255,0.399,0.786,-0.0,0.0,-0.305,1,1.534,0.037,139.4
47.5,34.579,1.335,0.409,0.766,-0.0,0.7,-0.305,1,1.535,0.031,140.8
47.8,34.791,1.416,0.418,0.747,-0.0,3.8,-0.305,1,1.537,0.029,141.5
48.1,34.997,1.496,0.426,0.729,-0.0,6.8,-0.305,1,1.539,0.028,142.0
48.4,35.197,1.576,0.434,0.711,-0.0,9.8,-0.305,1,1.541,0.027,142.4
48.7,35.392,1.657,0.442,0.696,-0.0,12.2,-0.305,1,1.543,0.027,142.6
49.0,35.584,1.737,0.451,0.691,-0.0,13.0,-0.305,1,1.544,0.028,142.3
49.3,35.775,1.820,0.460,0.696,-0.0,12.3,-0.305,1,1.544,0.031,141.7
49.6,35.968,1.906,0.470,0.708,-0.0,10.2,-0.305,1,1.544,0.034,141.0
49.9,36.163,1.996,0.480,0.721,-0.0,8.2,-0.305,1,1.543,0.035,140.6
50.2,36.362,2.089,0.491,0.742,-0.0,4.7,-0.305,1,1.541,0.038,139.7
50.5,36.566,2.188,0.503,0.760,-0.0,1.7,-0.305,1,1.539,0.039,139.3
50.8,36.773,2.290,0.515,0.777,-0.0,0.0,-0.305,1,1.537,0.040,138.9
51.1,36.982,2.397,0.526,0.781,-0.0,0.0,-0.305,1,1.535,0.038,139.2
51.4,37.189,2.505,0.537,0.776,-0.0,0.0,-0.305,1,1.534,0.035,139.9
51.7,37.392,2.614,0.547,0.761,-0.0,1.5,-0.305,1,1.534,0.032,140.5
52.0,37.590,2.723,0.556,0.747,-0.0,3.8,-0.305,1,1.533,0.030,140.8
52.3,37.783,2.831,0.565,0.729,-0.0,6.8,-0.305,1,1.533,0.028,141.3
52.6,37.971,2.938,0.573,0.711,-0.0,9.7,-0.305,1,1.533,0.027,141.6
52.9,38.152,3.044,0.581,0.694,-0.0,12.5,-0.305,1,1.533,0.026,141.9
53.2,38.331,3.151,0.589,0.689,-0.0,13.3,-0.305,1,1.533,0.028,141.3
53.5,38.508,3.259,0.598,0.694,-0.0,12.6,-0.305,1,1.531,0.031,140.5
53.8,38.687,3.370,0.608,0.707,-0.0,10.5,-0.305,1,1.529,0.034,139.6
54.1,38.869,3.486,0.619,0.727,-0.0,7.2,-0.305,1,1.526,0.037,138.5
54.4,39.054,3.608,0.630,0.748,-0.0,3.6,-0.305,1,1.522,0.039,137.7
54.7,39.244,3.734,0.642,0.767,-0.0,0.5,-0.305,1,1.518,0.040,137.1
55.0,39.437,3.866,0.655,0.785,-0.0,0.0,-0.305,1,1.514,0.041,136.5
55.3,39.630,4.001,0.666,0.786,-0.0,0.0,-0.305,1,1.510,0.037,137.0
55.6,39.821,4.138,0.677,0.776,-0.0,0.0,-0.305,1,1.507,0.034,137.5
55.9,40.006,4.273,0.686,0.758,-0.0,2.0,-0.305,1,1.505,0.030,138.1
56.2,40.186,4.407,0.695,0.739,-0.0,5.1,-0.305,1,1.504,0.029,138.3
56.5,40.361,4.540,0.703,0.721,-0.0,8.1,-0.305,1,1.502,0.027,138.5
56.8,40.530,4.670,0.711,0.704,-0.0,10.9,-0.305,1,1.500,0.026,138.6
57.1,40.694,4.800,0.719,0.693,-0.0,12.7,-0.305,1,1.499,0.027,138.3
57.4,40.856,4.930,0.728,0.691,-0.0,13.0,-0.305,1,1.496,0.029,137.5
57.7,41.018,5.063,0.737,0.699,-0.0,11.7,-0.305,1,1.493,0.032,136.5
58.0,41.181,5.199,0.747,0.715,-0.0,9.1,-0.305,1,1.489,0.035,135.4
58.3,41.347,5.341,0.759,0.736,-0.0,5.7,-0.305,1,1.484,0.038,134.3
58.6,41.516,5.489,0.770,0.756,-0.0,2.3,-0.305,1,1.478,0.039,133.4
58.9,41.688,5.642,0.782,0.772,-0.0,0.0,-0.305,1,1.472,0.039,132.8
59.2,41.860,5.799,0.794,0.779,-0.0,0.0,-0.305,1,1.467,0.038,132.6
59.5,42.031,5.958,0.804,0.776,-0.0,0.0,-0.305,1,1.462,0.035,132.8
59.8,42.198,6.116,0.814,0.763,-0.0,1.2,-0.305,1,1.458,0.032,133.2
60.1,42.360,6.273,0.823,0.744,-0.0,4.3,-0.305,1,1.455,0.029,133.5
60.4,42.517,6.428,0.832,0.726,-0.0,7.4,-0.305,1,1.452,0.028,133.6
60.7,42.669,6.580,0.840,0.708,-0.0,10.3,-0.305,1,1.449,0.027,133.5
61.0,42.816,6.730,0.848,0.692,-0.0,13.0,-0.305,1,1.446,0.026,133.4
61.3,42.959,6.879,0.856,0.688,-0.0,13.5,-0.305,1,1.442,0.028,132.5
61.6,43.102,7.030,0.865,0.694,-0.0,12.6,-0.305,1,1.438,0.031,131.5
61.9,43.244,7.184,0.875,0.701,-0.0,11.5,-0.305,1,1.433,0.032,130.7
62.2,43.388,7.343,0.885,0.722,-0.0,7.9,-0.305,1,1.427,0.037,129.0
62.5,43.534,7.508,0.897,0.745,-0.0,4.1,-0.305,1,1.420,0.039,127.9
62.8,43.683,7.680,0.909,0.766,-0.0,0.6,-0.305,1,1.413,0.040,126.9
63.1,43.834,7.857,0.921,0.781,-0.0,0.0,-0.305,1,1.406,0.040,126.2
63.4,43.985,8.038,0.932,0.785,-0.0,0.0,-0.305,1,1.399,0.038,126.1
63.7,44.133,8.220,0.943,0.777,-0.0,0.0,-0.305,1,1.393,0.034,126.4
64.0,44.277,8.400,0.953,0.760,-0.0,1.7,-0.305,1,1.388,0.031,126.7
64.3,44.415,8.577,0.961,0.741,-0.0,4.8,-0.305,1,1.383,0.029,126.7
64.6,44.549,8.751,0.970,0.723,-0.0,7.8,-0.305,1,1.379,0.027,126.6
64.9,44.678,8.922,0.978,0.706,-0.0,10.7,-0.305,1,1.375,0.026,126.4
65.2,44.803,9.091,0.986,0.694,-0.0,12.5,-0.305,1,1.370,0.027,125.9
65.5,44.925,9.260,0.994,0.693,-0.0,12.8,-0.305,1,1.365,0.029,124.9
65.8,45.046,9.430,1.004,0.700,-0.0,11.6,-0.305,1,1.360,0.032,123.7
66.1,45.167,9.605,1.014,0.715,-0.0,9.1,-0.305,1,1.353,0.035,122.4
66.4,45.290,9.785,1.025,0.734,-0.0,5.9,-0.305,1,1.346,0.037,121.0
66.7,45.414,9.972,1.036,0.754,-0.0,2.7,-0.305,1,1.338,0.039,119.9
67.0,45.539,10.164,1.048,0.769,-0.0,0.1,-0.305,1,1.330,0.039,119.1
67.3,45.663,10.360,1.060,0.777,-0.0,0.0,-0.305,1,1.322,0.038,118.6
67.6,45.786,10.558,1.070,0.774,-0.0,0.0,-0.305,1,1.314,0.035,118.5
67.9,45.906,10.755,1.080,0.762,-0.0,1.2,-0.305,1,1.308,0.032,118.6
68.2,46.021,10.949,1.090,0.744,-0.0,4.3,-0.305,1,1.302,0.029,118.8
68.5,46.132,11.140,1.098,0.726,-0.0,7.3,-0.305,1,1.296,0.028,118.6
68.8,46.238,11.326,1.106,0.708,-0.0,10.2,-0.305,1,1.291,0.027,118.3
69.1,46.341,11.510,1.114,0.695,-0.0,12.4,-0.305,1,1.286,0.027,117.8
69.4,46.440,11.693,1.122,0.691,-0.0,13.1,-0.305,1,1.280,0.029,116.8
69.7,46.538,11.877,1.132,0.696,-0.0,12.2,-0.305,1,1.274,0.031,115.6
70.0,46.635,12.063,1.141,0.702,-0.0,11.2,-0.305,1,1.267,0.032,114.7
70.3,46.732,12.254,1.152,0.722,-0.0,7.9,-0.305,1,1.259,0.036,112.9
70.6,46.830,12.452,1.163,0.743,-0.0,4.4,-0.305,1,1.250,0.039,111.6
70.9,46.928,12.656,1.175,0.761,-0.0,1.5,-0.305,1,1.241,0.039,110.6
71.2,47.026,12.865,1.186,0.775,-0.0,0.0,-0.305,1,1.232,0.039,109.7
71.5,47.123,13.077,1.198,0.779,-0.0,0.0,-0.305,1,1.223,0.037,109.3
71.8,47.218,13.290,1.208,0.772,-0.0,0.0,-0.305,1,1.215,0.034,109.2
72.1,47.309,13.502,1.218,0.766,-0.0,0.7,-0.305,1,1.207,0.034,108.6
72.4,47.397,13.712,1.228,0.749,-0.0,3.5,-0.305,1,1.200,0.030,108.8
72.7,47.481,13.917,1.236,0.730,-0.0,6.6,-0.305,1,1.194,0.028,108.6
73.0,47.561,14.117,1.244,0.713,-0.0,9.5,-0.305,1,1.188,0.027,108.3
73.3,47.638,14.314,1.252,0.698,-0.0,11.9,-0.305,1,1.181,0.026,107.8
73.6,47.711,14.510,1.261,0.692,-0.0,12.9,-0.305,1,1.175,0.028,106.8
73.9,47.783,14.705,1.270,0.696,-0.0,12.3,-0.305,1,1.168,0.031,105.5
74.2,47.854,14.904,1.279,0.707,-0.0,10.3,-0.305,1,1.160,0.033,104.1
74.5,47.924,15.107,1.290,0.719,-0.0,8.5,-0.305,1,1.151,0.034,103.0
74.8,47.993,15.313,1.300,0.729,-0.0,6.7,-0.305,1,1.143,0.035,102.0
75.1,48.060,15.524,1.311,0.740,-0.0,5.0,-0.305,1,1.134,0.036,101.0
75.4,48.127,15.738,1.322,0.752,-0.0,3.0,-0.305,1,1.124,0.037,99.8
75.7,48.192,15.955,1.333,0.758,-0.0,2.0,-0.305,1,1.115,0.036,99.1
76.0,48.256,16.174,1.343,0.759,-0.0,1.8,-0.305,1,1.106,0.035,98.5
76.3,48.317,16.393,1.353,0.755,-0.0,2.5,-0.305,1,1.097,0.033,98.0
76.6,48.375,16.611,1.363,0.751,-0.0,3.2,-0.305,1,1.089,0.033,97.3
76.9,48.431,16.828,1.373,0.738,-0.0,5.3,-0.305,1,1.081,0.030,97.2
77.2,48.483,17.041,1.382,0.726,-0.0,7.3,-0.305,1,1.073,0.029,96.7
77.5,48.533,17.251,1.390,0.716,-0.0,9.0,-0.305,1,1.066,0.029,96.0
77.8,48.581,17.459,1.399,0.708,-0.0,10.2,-0.305,1,1.058,0.029,95.3
78.1,48.626,17.667,1.408,0.707,-0.0,10.4,-0.305,1,1.050,0.030,94.2
78.4,48.669,17.875,1.417,0.711,-0.0,9.7,-0.305,1,1.042,0.032,93.0
78.7,48.711,18.086,1.427,0.721,-0.0,8.1,-0.305,1,1.033,0.034,91.6
79.0,48.751,18.302,1.438,0.734,-0.0,5.9,-0.305,1,1.023,0.036,90.3
79.3,48.790,18.521,1.449,0.747,-0.0,3.8,-0.305,1,1.013,0.037,89.1
79.6,48.826,18.744,1.460,0.757,-0.0,2.1,-0.305,1,1.003,0.037,88.1
79.9,48.861,18.970,1.471,0.762,-0.0,1.3,-0.305,1,0.993,0.036,87.3
80.2,48.894,19.196,1.481,0.761,-0.0,1.5,-0.305,1,0.983,0.035,86.7
80.5,48.924,19.422,1.492,0.759,-0.0,1.9,-0.305,1,0.973,0.034,86.0
80.8,48.952,19.646,1.501,0.746,-0.0,3.9,-0.305,1,0.965,0.031,85.8
81.1,48.978,19.866,1.510,0.732,-0.0,6.3,-0.305,1,0.956,0.029,85.4
81.4,49.000,20.082,1.519,0.718,-0.0,8.6,-0.305,1,0.948,0.028,84.9
81.7,49.021,20.295,1.527,0.707,-0.0,10.5,-0.305,1,0.940,0.028,84.2
82.0,49.039,20.506,1.536,0.702,-0.0,11.3,-0.305,1,0.932,0.029,83.1
82.3,49.055,20.716,1.545,0.704,-0.0,10.9,-0.305,1,0.923,0.031,81.8
82.6,49.070,20.929,1.555,0.713,-0.0,9.4,-0.305,1,0.914,0.033,80.4
82.9,49.082,21.145,1.565,0.727,-0.0,7.1,-0.305,1,0.904,0.036,78.8
83.2,49.092,21.366,1.576,0.743,-0.0,4.5,-0.305,1,0.893,0.037,77.4
83.5,49.101,21.591,1.587,0.757,-0.0,2.2,-0.305,1,0.882,0.038,76.2
83.8,49.106,21.821,1.599,0.771,-0.0,0.0,-0.305,1,0.871,0.039,74.9
84.1,49.110,22.055,1.611,0.784,-0.0,0.0,-0.305,1,0.859,0.040,73.6
84.4,49.111,22.290,1.622,0.780,-0.0,0.0,-0.305,1,0.848,0.035,73.5
84.7,49.110,22.523,1.632,0.773,-0.0,0.0,-0.305,1,0.837,0.034,72.9
85.0,49.106,22.752,1.641,0.754,-0.0,2.7,-0.305,1,0.828,0.030,72.9
85.3,49.101,22.975,1.650,0.735,-0.0,5.8,-0.305,1,0.819,0.028,72.4
85.6,49.093,23.192,1.658,0.717,-0.0,8.7,-0.305,1,0.811,0.027,71.9
85.9,49.084,23.405,1.666,0.700,-0.0,11.6,-0.305,1,0.803,0.026,71.3
86.2,49.073,23.612,1.674,0.684,-0.0,14.2,-0.305,1,0.795,0.025,70.7
86.5,49.061,23.817,1.682,0.685,-0.0,14.0,-0.305,1,0.786,0.029,69.1
86.8,49.046,24.022,1.691,0.687,-0.0,13.7,-0.305,1,0.777,0.030,67.9
87.1,49.029,24.231,1.701,0.705,-0.0,10.7,-0.305,1,0.767,0.035,65.8
87.4,49.010,24.446,1.712,0.729,-0.0,6.7,-0.305,1,0.755,0.038,63.9
87.7,48.987,24.668,1.724,0.754,-0.0,2.7,-0.305,1,0.743,0.040,62.2
88.0,48.961,24.897,1.736,0.777,-0.0,0.0,-0.305,1,0.730,0.041,60.7
88.3,48.933,25.131,1.748,0.788,-0.0,0.0,-0.305,1,0.717,0.040,59.8
88.6,48.901,25.365,1.760,0.788,-0.0,0.0,-0.305,1,0.705,0.037,59.4
88.9,48.868,25.598,1.770,0.776,-0.0,0.0,-0.305,1,0.694,0.033,59.2
89.2,48.833,25.824,1.779,0.756,-0.0,2.3,-0.305,1,0.684,0.030,59.0
89.5,48.796,26.045,1.788,0.737,-0.0,5.4,-0.305,1,0.674,0.028,58.4
